Column 1,Column 2,Column 3,Column 4
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,BATT_CURRENT_with_1500mA_Eload_Boost_On,0.145775
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Bellatrix_5v2_BST_Volt_with_1500mA_Eload_Boost_On,0.102948
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,PPVCC_Main_with_Eload_Boost_On,0.102228
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Bellatrix_5V2_Efficiency,0.001442
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,PP5V2_BELLATRIX2_BOOST,0.101720
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,PPVBUS_ORION,0.102596
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,EloadCurrent,0.387684
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,DCR,0.001749
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,ELOAD_RESET,0.122797
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,CCEload_Disable,0.114258
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Power_Eload_Turn_OFF,0.008697
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,ELOAD_INPUT1_Disconnect,0.028596
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Clear_Fault_6,0.089229
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,ADC_CTRL,0.106909
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Bellatrix_HWReset_5,0.609371
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Bellatrix_HWReset_6,0.613462
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,LEVEL_50MA_SET,0.101449
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Disable_OAB3_PULL_DOWN_2,0.006430
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Disable_OAB3_PULL_UP_2,0.007105
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Bellatrix_HWReset_13,0.406302
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Orion_Isolate_Mode,0.096077
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,VBUS_ORION_To_OAB3_DISCONNECT,0.017101
Orion,AdcRead_IsolateMode_VBUS0V,ADC_External_VBUS_Power,0.188540
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Set_VBAT_3V8,0.020470
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,VBUS_ORION_To_OAB3,0.014092
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ORION_COMM_CONN_To_OAB3,0.007420
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Disconnect_USB_power,0.012328
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,PPVBUS_ORION_FB_To_OAB3,0.007328
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,GPIO_Disconn,0.011212
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,CC_FLOAT,0.007625
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,aid_fw_control_stop,0.111987
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Disable_OAB3_PULL_DOWN,0.008252
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Disable_OAB3_PULL_UP_1,0.006584
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,aid_fw_control_start,1.053545
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,aid_fw_control_WAITFORID,1.006631
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,TX_EN_1,0.005669
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enable_OAB3_PULL_UP,0.005499
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Bellatrix_HWReset_1,0.456362
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Bellatrix_HWReset_2,0.460729
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,USB_POWER_ON_1,0.008993
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,VBUS_ORION_USB,0.012534
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,VBUS_SET_9V,0.020393
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Check_Status,0.109022
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ACE_SRD_1,0.100245
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_2000MS_1,2.007188
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Set_current_limit_3000mA9V,0.214367
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_100MS_1,0.102711
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enable_HV_Charge,0.090604
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_100MS_2,0.107077
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,PPVBUS_ORION_Debug,0.103945
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,PPVBUS_PROT_Debug,0.103169
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,BATT_SNS,0.108843
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ELOAD_INPUT1_TO_PPVCC_MAIN,0.019507
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enable_Eload1_After_Connect,0.008390
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Set_Eload1_50mA,0.119127
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Delay_100MS_4,0.101583
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Set_Eload1_200mA,0.121393
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Delay_100MS_5,0.106938
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,1000mA_ELOAD_SET,0.117831
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Delay_100MS_6,0.103567
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ORION_Current_Debug,0.144611
,,,
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,POTOMAC_ADC_READ,0.206607
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion_LowSpeed_Comm,0.114115
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enter_HsAID_mode,0.091835
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Width measure control(0),0.006320
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,AID_FW_Control(SWITCH2HS),0.006655
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_100MS_7,0.103381
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,AID_FW_Control(WAITFORID),1.007015
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Uartpassthrough,1.504880
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_1000MS_1,1.002857
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Xavier_UART_SET_1M,0.008063
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_1000MS_2,1.003183
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Send_ABCD,4.014558
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ABCD,0.002329
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_500MS_3,0.504885
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,AID_FW_Control(stop),0.108487
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_1000MS,1.003317
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,UUT_UART_SET_115200,2.141031
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_500MS_4,0.502309
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Xavier_UART_SET_115200,0.006354
PMU,FrequencyCheck,DELAY_500MS_1,0.505017
,,,
PMU,FrequencyCheck,5V0_To_VDM_EXT,0.017443
PMU,FrequencyCheck,Set_Eload1_0mA,0.123775
PMU,FrequencyCheck,Eload1_Disable,0.113903
PMU,FrequencyCheck,ELOAD_INPUT1_DISCONNECT_PPVCC_MAIN,0.028355
PMU,FrequencyCheck,VBUS_ORION_DISCONNECT_ORION,0.016882
PMU,FrequencyCheck,Set_VBUS_5V,0.018572
PMU,FrequencyCheck,VDM_TO_Source,0.655447
PMU,FrequencyCheck,Change_VDM_PDO_TO_4,0.016882
PMU,FrequencyCheck,5V_To_VDM_EXT,0.014351
PMU,FrequencyCheck,5V_To_VDM_EXT_2,0.015121
PMU,FrequencyCheck,5V_To_VDM_EXT_3,0.016061
PMU,FrequencyCheck,5V_To_VDM_EXT_4,0.016458
PMU,FrequencyCheck,Disable_USB_cable,0.016172
PMU,FrequencyCheck,PPVBUS_USB_PWR_TO_VDM,0.011940
PMU,FrequencyCheck,VBUS_CONNECT_DUT,0.007885
PMU,FrequencyCheck,CC_CONNECT_1,0.008247
PMU,FrequencyCheck,DELAY_1000MS_3,1.007203
PMU,FrequencyCheck,ACE_Reset,0.201923
PMU,FrequencyCheck,PD_State_Check,0.108492
PMU,FrequencyCheck,DELAY_200MS_3,0.207058
PMU,FrequencyCheck,Set_current_limit_100mA5V,0.495268
PMU,FrequencyCheck,Set_Vbat_To_4.3V_output,0.017855
PMU,FrequencyCheck,Change_Frq_Low,0.006105
PMU,FrequencyCheck,CLK_PMU_TO_WLAN_32K,1.093001
PMU,FrequencyCheck,CLK_PMU_TO_AOP_32K,1.093655
PMU,FrequencyCheck,Change_Frq_High,0.006027
SOC,FrequencyCheck_1,CAM_Enter,0.916978
SOC,FrequencyCheck_1,DELAY_100MS_12M_1,0.104422
SOC,FrequencyCheck_1,CLK_SOC_SENSOR1_12MHZ,0.211789
SOC,FrequencyCheck_1,DELAY_100MS_12M_2,0.105298
SOC,FrequencyCheck_1,CLK_SOC_SENSOR0_12MHZ,0.212914
SOC,FrequencyCheck_1,CAM_EXIT,0.422934
SOC,FrequencyCheck_1,memrw_enable_24M,0.206275
SOC,FrequencyCheck_1,DELAY_100MS_24M,0.102337
SOC,FrequencyCheck_1,TST_CLKOUT_24M,0.214466
SOC,FrequencyCheck_1,memrw_disable_24M,0.190356
SOC,FrequencyCheck_1,memrw_enable_1M,0.514589
SOC,FrequencyCheck_1,DELAY_100MS_1M,0.105761
SOC,FrequencyCheck_1,TST_CLKOUT_1M,0.216049
SOC,FrequencyCheck_1,memrw_disable_1M,0.496158
BatteryCharger,BatteryChargeStatus_VBUS5V,Read,0.097229
BatteryCharger,BrickConnectStatus_VBUS5V,Connected,0.002163
PMU,Button_Sera_HoldKey_PullDown,Hold_Button_test,0.841598
PMU,Button_Sera_VolumeUp_PullDown,VolUp_Button_test,0.846527
PMU,Button_Sera_VolumeDown_PullDown,VolDn_Button_test,0.839327
BatteryCharger,BatteryTemperatureSense_Normal,Delay_1000MS,1.003513
BatteryCharger,BatteryTemperatureSense_Normal,Blank,0.203281
BatteryCharger,BatteryTemperatureSense_Normal,NTC_10K,0.009714
BatteryCharger,BatteryTemperatureSense_Normal,Delay_100MS,0.106162
BatteryCharger,BatteryTemperatureSense_Normal,Read_POTOMAC_TBAT,0.148031
BatteryCharger,BatteryTemperatureSense_Normal,Read_NTC_Status_flag,0.154792
BatteryCharger,BatteryTemperatureSense_Hot,NTC_3K3,0.008508
BatteryCharger,BatteryTemperatureSense_Hot,Delay_100MS_1,0.104179
BatteryCharger,BatteryTemperatureSense_Hot,Read_POTOMAC_TBAT,0.135291
BatteryCharger,BatteryTemperatureSense_Hot,Read_NTC_Status_flag,0.149417
BatteryCharger,BatteryTemperatureSense_Cold,NTC_33K,0.008982
BatteryCharger,BatteryTemperatureSense_Cold,Delay_100MS_2,0.105255
BatteryCharger,BatteryTemperatureSense_Cold,Read_POTOMAC_TBAT,0.149011
BatteryCharger,BatteryTemperatureSense_Cold,Read_NTC_Status_flag,0.144295
BatteryCharger,BatteryTemperatureSense_Cold,BATT_NTC_Dis,0.009652
BatteryCharger,BatteryTemperatureSense_Normal_1,Reconnect_NTC_10K,0.009149
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOff,Disconnect_VBUS,0.009008
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOff,CC_Disconn,0.008909
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOff,DELAY_1500MS,1.502694
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOff,Measure,0.441524
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,WiFi_Power_On,0.401290
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,Bluetooth_Power_On,0.312211
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,WiFi_Firmware_Load,1.856673
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,Bluetooth_Firmware_Load,0.555952
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,Delay_100MS,0.102531
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,Measure,0.441846
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,WiFi_Module_Revision,0.114265
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIOn_BTOff_BBOn,WiFi_Host_Wake_Test,0.154250
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOn,Turn_on_BB,0.414190
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOn,Delay_100MS,0.106079
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOn,Measure,0.439497
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIOn_BTOff_BBOn_1,Bluetooth_Off,0.265761
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOff_BBOn,Wifi_Off,0.245543
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOff,Baseband_Off,0.364317
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,TOUCH_ON,0.403238
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,Baseline_BATT_CURRENT,0.148116
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,TOUCH_LOAD_FIRMWARE,0.572990
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,BATT_CURRENT,0.143536
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,BATT_CURRENT_Delta,0.001494
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,Touch_OFF,0.464391
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,Connected_PPVBUS,0.007969
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,ACE_CC1_To_VDM_CC,0.009127
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,DELAY_1000MS_2,1.003181
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,ACE_ready,0.184544
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,DELAY_500MS,0.505821
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,PD_State_Check,0.104598
BatteryCharger,TrickleCharge_VBUS5V_VBAT2V8,VBUS_to_5V,0.018498
BatteryCharger,TrickleCharge_VBUS5V_VBAT2V8,Set_VBAT_2.8v,0.021176
BatteryCharger,TrickleCharge_VBUS5V_VBAT2V8,DELAY_200MS,0.203489
BatteryCharger,TrickleCharge_VBUS5V_VBAT2V8,USB_ilimit_3000mA_5V,0.522157
BatteryCharger,TrickleCharge_VBUS5V_VBAT2V8,PPVBUS_FB_CONNECT_Precharge,0.185636
BatteryCharger,TrickleCharge_VBUS5V_VBAT2V8,ChecK_VBUS,0.327935
BatteryCharger,TrickleCharge_VBUS5V_VBAT2V8,BATT_Current,0.145177
BatteryCharger,TrickleCharge_VBUS5V_VBAT3V2,SET_VBAT_3.2v,0.019592
BatteryCharger,TrickleCharge_VBUS5V_VBAT3V2,PPVCC_MAIN_SNS,0.105851
BatteryCharger,TrickleCharge_VBUS5V_VBAT3V2,PPVCC_HIGH,0.103938
BatteryCharger,TrickleCharge_VBUS5V_VBAT3V2,IBAT_VBAT_3.2V,0.143118
BatteryCharger,TrickleCharge_VBUS5V_VBAT3V2,DELAY_100MS,0.105604
BatteryCharger,ChargeModeThreshold_VBUS5V_IBATT2000mA,VBATT_DIR_CHG,12.087943
BatteryCharger,ChargeModeThreshold_VBUS5V,VHI_MIN,0.001927
BatteryCharger,ChargeModeThreshold_VBUS5V,SET_VBAT_3V7,0.021796
BatteryCharger,ChargeModeThreshold_VBUS5V,PPVCC_MAIN_SNS_VBAT_3.7V,0.104107
BatteryCharger,ChargeModeThreshold_VBUS5V,PPVCC_HIGH_VBAT_3.7V,0.103090
BatteryCharger,ChargeModeThreshold_VBUS5V,SET_VBAT_3V9,0.020255
BatteryCharger,ChargeModeThreshold_VBUS5V,DELAY_500MS_1,0.507029
BatteryCharger,ChargeModeThreshold_VBUS5V,PPVCC_MAIN_SNS_VBAT_3.9V,0.103275
BatteryCharger,ChargeModeThreshold_VBUS5V,PPVCC_HIGH_VBAT_3.9V,0.102187
BatteryCharger,ChargeModeThreshold_VBUS5V,USB_ilimit_1000mA_5V,0.500482
BatteryCharger,ChargeModeThreshold_VBUS5V,DELAY_500MS_2,0.506545
BatteryCharger,ChargeModeThreshold_VBUS5V,SET_VBAT_4V3,0.021611
BatteryCharger,StopCharge_VBUS5V,SET_VBAT_4V3,0.018368
BatteryCharger,StopCharge_VBUS5V,Read_NTC_Status,0.163845
BatteryCharger,StopCharge_VBUS5V,Read_TBAT,0.146257
BatteryCharger,StopCharge_VBUS5V,VBAT,0.159669
BatteryCharger,StopCharge_VBUS5V,DELAY_500MS_1,0.503817
BatteryCharger,StopCharge_VBUS5V,BATT_SNS_Start,0.109001
BatteryCharger,StopCharge_VBUS5V,PPBATT_VCC_FB_Start,0.102731
BatteryCharger,StopCharge_VBUS5V,USB_ilimit_2000mA_5V,0.488623
BatteryCharger,StopCharge_VBUS5V,DELAY_1000MS_1,1.003579
BatteryCharger,StopCharge_VBUS5V,VBAT_STOP_DIAGS,1.036220
BatteryCharger,StopCharge_VBUS5V,BATT_SNS_Stop,0.109264
BatteryCharger,StopCharge_VBUS5V,PPBATT_VCC_FB_Stop,0.103123
BatteryCharger,StopCharge_VBUS5V,BATT_Current,0.001681
BatteryCharger,StopCharge_VBUS5V,VBUS_FB_DISCONNECT,0.005838
BatteryCharger,StopCharge_VBUS5V,V_Batt_Back_TO_4.3V,0.018837
BatteryCharger,BatteryRechargeThreshold_VBUS5V,CC_Disconn,0.008933
BatteryCharger,BatteryRechargeThreshold_VBUS5V,5V0_To_VDM_EXT,0.016870
BatteryCharger,BatteryRechargeThreshold_VBUS5V,Power_To_VDM,0.011006
BatteryCharger,BatteryRechargeThreshold_VBUS5V,DELAY_500MS_1,0.504402
BatteryCharger,BatteryRechargeThreshold_VBUS5V,Set_VBAT_4.35V,0.018081
BatteryCharger,BatteryRechargeThreshold_VBUS5V,USB_POWER_ON,0.009080
BatteryCharger,BatteryRechargeThreshold_VBUS5V,PPVBUS_USB_EMI_VDM,0.007451
BatteryCharger,BatteryRechargeThreshold_VBUS5V,DELAY_10MS_3,0.012185
BatteryCharger,BatteryRechargeThreshold_VBUS5V,VBUS_to_5V,0.017861
BatteryCharger,BatteryRechargeThreshold_VBUS5V,VDM_CC1_TO_ACE_CC1,0.009045
BatteryCharger,BatteryRechargeThreshold_VBUS5V,DELAY_1000MS_1,1.004589
BatteryCharger,BatteryRechargeThreshold_VBUS5V,ACE_SRDY,0.191592
BatteryCharger,BatteryRechargeThreshold_VBUS5V,DELAY_500MS_2,0.503710
BatteryCharger,BatteryRechargeThreshold_VBUS5V,PD_State_Check,0.100298
BatteryCharger,BatteryRechargeThreshold_VBUS5V,USB_ilimit_5V_3A,0.511796
BatteryCharger,BatteryRechargeThreshold_VBUS5V,DELAY_1000MS_2,1.006324
BatteryCharger,BatteryRechargeThreshold_VBUS5V,Set_VBUS_TO_5V_3000mA,0.018812
BatteryCharger,BatteryRechargeThreshold_VBUS5V,PPVBUS_FB_CONNECT_5V,0.182442
BatteryCharger,BatteryRechargeThreshold_VBUS5V,ChecK_VBUS,0.326444
BatteryCharger,BatteryRechargeThreshold_VBUS5V,HCCM_SW_OFF_Set_0,0.077498
BatteryCharger,BatteryRechargeThreshold_VBUS5V,IBAT,3.019850
BatteryCharger,BatteryRechargeThreshold_VBUS5V,BATT_SNS,0.107285
BatteryCharger,BatteryRechargeThreshold_VBUS5V,PPBATT_VCC_FB,0.102038
BatteryCharger,BatteryRechargeThreshold_VBUS5V,BATT_Current,0.143946
BatteryCharger,BatteryRechargeThreshold_VBUS5V,USB_ilimit_5V_100mA,0.203560
BatteryCharger,BatteryRechargeThreshold_VBUS5V,VBAT_set_to_4.3V,0.020433
BatteryCharger,BatteryRechargeThreshold_VBUS5V,VBUS_FB_DISCONNECT,0.008086
SOC,Temperature,PPVBUS_USB_EMI_5V,0.018335
SOC,Temperature,THERMAL0_Instant,0.211965
SOC,Temperature,THERMAL1_Instant,0.001186
SOC,Temperature,THERMAL2_Instant,0.001129
PMU,Temperature_Sera,TCAL,0.001139
PMU,Temperature_Sera,TDEV1,0.001155
PMU,Temperature_Sera,TDEV2,0.001146
,,,
PMU,Temperature_Sera,TDEV3,0.001113
PMU,Temperature_Sera,TDEV4,0.001140
PMU,Temperature_Sera,TDEV5,0.001131
PMU,Temperature_Sera,TDEV6,0.001178
PMU,Temperature_Sera,TDEV7,0.001237
PMU,Temperature_Sera,TDEV8,0.001391
PMU,Temperature_Simetra,TCAL,0.001169
PMU,Temperature_Simetra,TDEV1,0.001160
PMU,Temperature_Simetra,TDEV2,0.001119
PMU,Temperature_Simetra,TDEV3,0.001149
PMU,Temperature_Simetra,TDEV4,0.001112
PMU,Temperature_Simetra,TDEV5,0.001100
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Set_VBAT_3.8V_1,0.016023
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Disable_USB_cable,0.015216
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Check_Default_0x1932,0.166495
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Disable_Potomac_buckboost,0.090312
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,DELAY_100MS,0.102424
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,BATT_CURRENT_Efficiency_Debug,0.143387
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Set_Default_0x1932,0.059244
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,DELAY_100MS_0,0.103061
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,ISET_BUCK_RANGE_EXTEND,0.675549
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,OVP_ISET_BUCK_G2000,0.154636
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,PPVBUS_USB_To_VDM,0.011703
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Set_VBUS_to_5V,0.017790
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,DELAY_100MS_1,0.106043
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,USB_POWER_ON,0.009081
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,VDM_CC1_TO_ACE_CC1,0.008396
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,DELAY_1000MS_1,1.002566
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,ACE_SRDY,0.104255
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,DELAY_500MS_1,0.502137
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,PD_State_Check,0.097116
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Set_VBAT_3.8V,0.018631
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,DELAY_100MS_2,0.107608
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,USB_ilimit_100mA,0.487160
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Delay_100ms_100mA,0.106600
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,PPVBUS_FB_CONNECT_5V,0.183443
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Set_VBUS_TO_5V_100mA,0.018909
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,ChecK_VBUS_100mA,0.327554
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,PD_Contract_Check,0.008810
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,PPVBUS_PROT_100mA,0.103852
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,PPVBUS_FB_100mA,0.102842
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Set_GAIN_1000_100mA,0.039439
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Ilimit_100mA,0.634169
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Ibus_100mA,0.131326
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Set_GAIN_100_100mA,0.040939
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Delay_100ms_5,0.106482
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,USB_ilimit_500mA,0.485179
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Delay_100ms_500mA,0.104437
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,Set_VBUS_TO_5V_500mA,0.018944
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,ChecK_VBUS_500mA,0.340808
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,PPVBUS_PROT500mA,0.103456
BatteryCharger,Calibration_IbusLimit_PdSink_CVT_CC_VBAT3V8_VBUS5V,PPVBUS_FB_500mA,0.103400
