ENABLE,PDCAPREFIX,PDCANAME,DUTCOMMAND,TIMEOUT,PLUGIN,ATLASCOMMAND,MDPARSER,REGEX,EXPECT,PARAMETER,LIMITGROUP,RETESTPOLICY,HANGTIMEOUT,BGCT,COF
1,2175,ANE Bonfire Test ,sc run 182 5 -coremask 0xE0,300,Dut,sendCommand,0,,PASS sc run 182 5 -coremask 0xE0,PERTOS,xVT,A -> FA,,,1
1,2176,ANE + Memcompare Test,sc run 183 5 -coremask 0xE0,300,Dut,sendCommand,0,,PASS sc run 183 5 -coremask 0xE0,PERTOS,xVT,A -> FA,,,1
1,2177,pmgr mode 0x91F5233,pmgr mode 0x91F5233,5,Dut,sendCommand,0,,PASS pmgr mode 0x91F5233,PERTOS,xVT,AAB,,,1
1,2178,Multi-core Memcmp Test,sc run 20 5 -coremask 0xE0,300,Dut,sendCommand,0,,PASS sc run 20 5 -coremask 0xE0,PERTOS,xVT,A -> FA,,,1
1,2179,disable BBQ,bbq off,5,Dut,sendCommand,0,,PASS bbq off,PERTOS,xVT,AAB,,,1
1,2180,disable DPE/PPT,acc dpeppt off,5,Dut,sendCommand,0,,PASS acc dpeppt off,PERTOS,xVT,AAB,,,1
1,2181,print current value of ACC counter 0,acc counter value 0,5,Dut,sendCommand,0,,PASS acc counter value 0,PERTOS,xVT,AAB,,,1
1,2182,print current value of ACC counter 1,acc counter value 1,5,Dut,sendCommand,0,,PASS acc counter value 1,PERTOS,xVT,AAB,,,1
1,2183,slave down PCORE1,slave up 5,5,Dut,sendCommand,0,,PASS slave up 5,PERTOS,xVT,AAB,,,1
1,2184,slave down PCORE2,slave up 6,5,Dut,sendCommand,0,,PASS slave up 6,PERTOS,xVT,AAB,,,1
1,2185,slave down PCORE3,slave up 7,5,Dut,sendCommand,0,,PASS slave up 7,PERTOS,xVT,AAB,,,1
1,2186,dump ut cpu status,ut cpu status show,5,Dut,sendCommand,0,,PASS ut cpu status show,PERTOS,xVT,AAB,,,1
1,2187,dump ut gpu status,ut gpu status show,5,Dut,sendCommand,0,,PASS ut gpu status show,PERTOS,xVT,AAB,,,1
1,2188,show fs volumes,fs volumes,5,Dut,sendCommand,0,,PASS fs volumes,PERTOS,xVT,AAB,,,1
1,2189,pmgr mode 0x1FF1211,pmgr mode 0x1FF1211,5,Dut,sendCommand,0,,PASS pmgr mode 0x1FF1211,PERTOS,xVT,AAB,,,1
1,2190,RTOS_Setup_Boot,FIXTURESIGNAL_BOOT_RTOS,60,Rush,restore,0,,SEGPE>,PERTOS,xVT,AAB,,,1
1,2191,switch to DRAM,xfer con,5,Dut,sendCommand,0,,PASS xfer con,PERTOS,xVT,AAB,,,1
1,2192,pmgr mode 0x6FF4211,pmgr mode 0x6FF4211,5,Dut,sendCommand,0,,PASS pmgr mode 0x6FF4211,PERTOS,xVT,AAB,,,1
1,2193,DDR protect region for FS,mmu ddr-protect fsx,5,Dut,sendCommand,0,,PASS mmu ddr-protect fsx,PERTOS,xVT,AAB,,,1
1,2194,set up jitter,os jitter 10,5,Dut,sendCommand,0,,PASS os jitter 10,PERTOS,xVT,AAB,,,1
1,2195,setup temp hysteresis settings,sense hyst 7 7 1,5,Dut,sendCommand,0,,PASS sense hyst 7 7 1,PERTOS,xVT,AAB,,,1
1,2196,resume temp throttling thread,sense thread resume,5,Dut,sendCommand,0,,PASS sense thread resume,PERTOS,xVT,AAB,,,1
1,2197,setup SOCHOT temp,sense sochot 120,5,Dut,sendCommand,0,,PASS sense sochot 120,PERTOS,xVT,AAB,,,1
1,2198,setup TOOHOT temp,sense toohot 100 100 7,5,Dut,sendCommand,0,,PASS sense toohot 100 100 7,PERTOS,xVT,AAB,,,1
1,2199,sense reset auto,sense reset auto,5,Dut,sendCommand,0,,PASS sense reset auto,PERTOS,xVT,AAB,,,1
1,2200,Start CPU0,slave up cc0,5,Dut,sendCommand,0,,PASS slave up cc0,PERTOS,xVT,AAB,,,1
1,2201,Start CPU1,slave up cc1,5,Dut,sendCommand,0,,PASS slave up cc1,PERTOS,xVT,AAB,,,1
1,2202,Start CPU2,slave up cc2,5,Dut,sendCommand,0,,PASS slave up cc2,PERTOS,xVT,AAB,,,1
1,2203,Start CPU3,slave up cc3,5,Dut,sendCommand,0,,PASS slave up cc3,PERTOS,xVT,AAB,,,1
1,2204,Start CPU4,slave up cc4,5,Dut,sendCommand,0,,PASS slave up cc4,PERTOS,xVT,AAB,,,1
1,2205,Start CPU5,slave up cc5,5,Dut,sendCommand,0,,PASS slave up cc5,PERTOS,xVT,AAB,,,1
1,2206,Start CPU6,slave up cc6,5,Dut,sendCommand,0,,PASS slave up cc6,PERTOS,xVT,AAB,,,1
1,2207,Start CPU7,slave up cc7,5,Dut,sendCommand,0,,PASS slave up cc7,PERTOS,xVT,AAB,,,1
1,2208,S4E Eye scan test,sc run 129,300,Dut,sendCommand,0,,PASS sc run 129,PERTOS,xVT,A -> FA,,,1
